name,value,date
小巷管家,295.62,2019-10-30
我和我的祖国,284438.3499999999,2019-10-31
中国机长,276226.1099999999,2019-10-31
攀登者,102643.44999999998,2019-10-31
决胜时刻,1128.4899999999998,2019-10-31
罗小黑战记,689.5799999999999,2019-10-31
哪吒之魔童降世,2230.1600000000008,2019-10-31
诛仙Ⅰ,15.37,2019-10-31
周恩来回延安,12.39,2019-10-31
小小的愿望,7.82,2019-10-31
名侦探柯南：绀青之拳,189.11,2019-10-31
雪人奇缘,9952.820000000003,2019-10-31
疯狂梦幻城,242.3,2019-10-31
古田军号,316.72,2019-10-31
美食大冒险之英雄烩,200.34,2019-10-31
大话西游之成长的烦恼,22.16,2019-10-31
亲密旅行,246.97000000000003,2019-10-31
疯狂斗牛场,36.2,2019-10-31
丑娃娃,278.34,2019-10-31
你好霸王龙,120.79,2019-10-31
国礼,117.74000000000001,2019-10-31
犯罪现场,24876.55,2019-10-31
急速逃脱,401.36,2019-10-31
打过长江去,463.53,2019-10-31
双子杀手,22702.129999999997,2019-10-31
航海王：狂热行动,19917.579999999998,2019-10-31
沉睡魔咒2,32018.430000000004,2019-10-31
江南,173.16999999999996,2019-10-31
我在耀瓷小镇等你,68.63,2019-10-31
侠路相逢,366.18,2019-10-31
少年的你,84502.5,2019-10-31
催眠·裁决,7696.49,2019-10-31
天作谜案,594.55,2019-10-31
太阳升起的时刻,229.04,2019-10-31
三傻闹地球,411.23,2019-10-31
小巷管家,499.43,2019-10-31
终结者：黑暗命运,368.67,2019-10-31
